ts,xs
213,7.1777
214,8.3322
215,6.3688
216,7.6126
217,6.7445
218,9.6024
219,7.3608
220,7.8546
221,5.6856
222,7.0016
223,7.476
224,9.2125
225,8.3824
226,7.0298
227,8.232
228,9.7145
229,7.4662
230,7.6457
231,7.2901
232,6.0451
233,6.7218
234,7.2966
235,8.9912
236,8.9417
237,6.664
238,6.898
239,6.276
240,6.3796
241,7.124
242,7.5702
243,7.8778
244,7.251
245,6.6272
246,5.4015
247,3.961
248,4.846
249,5.7989
250,5.8451
251,6.0636
252,5.9288
253,5.9903
254,5.9218
255,6.1094
256,4.3354
257,1.6361
258,2.1418
259,3.3989
260,0.3614
261,0.0
262,5.1809
263,0.088
264,3.7114
265,0.6113
266,2.8811
267,1.3939
268,3.0235
269,5.0338
270,4.9143
271,5.2347
272,2.4212
273,1.8217
274,2.6416
275,4.778
276,4.8037
277,4.9941
278,5.8662
279,5.7404
280,6.5338
281,4.7476
282,1.1042
283,5.2286
284,5.0624
285,1.5221
286,0.014
287,0.3142
288,0.7126
289,0.2311
290,0.8035
291,0.0
292,0.4644
293,0.6872
294,1.7356
295,1.6909
296,0.297
297,1.2106
298,0.1833
299,0.9794
300,0.4137
301,1.0179
302,1.4322
303,0.5373
304,0.4355
305,0.5436
306,0.8024
307,1.2839
308,0.9947
309,0.8729
310,0.0
311,0.0
312,1.2843
313,0.8203
314,0.0
315,0.4894
316,0.8063
317,0.0
318,0.4347
319,0.3398
320,0.0
321,0.0
322,0.0
323,0.0
324,0.0
325,0.0
326,0.0
327,0.6841
328,0.5996
329,0.0
330,0.0
331,0.0
332,0.0
333,0.2195
334,0.0
335,0.0
336,0.0
337,0.0
338,0.0
339,0.0
340,0.0
341,0.0
342,0.0
343,0.0
344,0.0
345,0.3558
346,0.0
347,0.0
348,0.0
349,0.0
350,0.0
351,0.0
352,0.15
353,0.0
354,0.0
355,0.0
356,0.0
357,0.0
358,0.0
359,0.0
360,0.0167
361,0.0
362,0.0
363,0.0
364,0.0
365,0.0
366,0.0
367,0.0
368,0.0
369,0.0213
370,0.3744
371,0.0
372,0.0
373,0.1934
374,0.4543
375,0.4357
376,0.0
377,0.0
378,0.0
379,0.0
380,0.0
381,0.0
382,0.0
383,0.0
384,0.0
385,0.0
386,0.0
387,0.0
388,0.0
389,0.0
390,0.0
391,0.0
392,0.0
393,0.0
394,0.0
395,0.0
396,0.0
397,0.0
398,0.0
399,0.2093
400,0.7863
401,0.2105
402,0.0
403,0.0
404,0.0066
405,0.0124
406,0.0
407,0.0
408,0.0109
409,0.0
410,0.5813
411,0.6044
412,0.0
413,0.0
414,0.138
415,0.9509
416,0.0
417,0.0
418,0.0
419,0.1051
420,0.0
421,0.0273
422,0.0
423,0.2792
424,0.0
425,0.0
426,0.209
427,0.0
428,0.0
429,0.0
430,0.0
431,1.2445
432,0.0
433,0.0
434,0.0007
435,2.3486
436,3.0028
437,0.0
438,2.2762
439,3.5249
440,1.5348
441,4.7772
442,3.4841
443,6.1497
444,6.5605
445,0.1944
446,2.0938
447,2.8101
448,0.0004
449,2.2635
450,1.0685
451,0.0
452,1.6845
453,0.0
454,0.0
455,0.0
456,0.0051
457,2.5122
458,0.3788
459,2.8959
460,3.191
461,2.4593
462,3.4582
463,0.0465
464,1.6309
465,0.0
466,0.278
467,2.1778
468,3.5067
469,0.0
470,4.0652
471,0.0
472,0.0957
473,2.7552
474,0.1124
475,2.5385
476,2.5185
477,0.0
478,0.0954
479,3.234
480,5.3605
481,1.9218
482,2.25
483,2.3662
484,2.9759
485,2.6544
486,3.1862
487,0.8235
488,6.3538
489,6.0351
490,0.1751
491,2.6381
492,0.0
493,4.1966
494,1.7967
495,5.4963
496,6.6804
497,2.2712
498,6.2232
499,7.3832
500,6.7103
501,4.9191
502,5.2525
503,7.6022
504,7.1062
505,6.8396
506,1.432
507,6.585
508,6.136
509,4.1416
510,0.3433
511,4.5799
512,3.1851
513,0.5862
514,6.2334
515,1.9192
516,3.0038
517,5.8546
518,6.6953
519,7.3997
520,7.4758
521,7.1867
522,7.3046
523,8.1976
524,7.4553
525,8.5665
526,7.1045
527,8.0126
528,5.7664
529,4.6599
530,6.0895
531,1.2973
532,8.0685
533,7.4441
534,8.3864
535,8.8791
536,0.303
537,7.1961
538,7.7146
539,7.5093
540,6.0177
541,7.7227
542,7.1013
543,8.1154
544,7.9835
545,7.5366
546,7.7953
547,8.1754
548,7.0131
549,6.9618
550,7.5572
551,8.9439
552,8.004
553,4.37
554,8.173
555,7.9449
556,8.105
557,7.4584
558,7.5424
559,8.3796
560,10.3815
561,8.1634
562,9.5508
563,7.8788
564,9.0377
565,9.8386
566,7.5627
567,6.9786
568,7.9524
569,7.0042
570,9.6267
571,7.5729
572,8.8105
573,8.6376
574,7.5778
575,8.1673
576,7.9836
577,10.0798
578,8.0637
579,9.3028
580,8.118
581,7.4777
582,8.1019
583,7.2773
584,7.6311
585,7.8278
586,7.5611
587,7.1835
588,6.6941
589,7.3119
590,7.8783
591,8.0779
592,7.0438
593,6.38
594,3.3201
595,6.2613
596,4.4146
597,5.9617
598,6.3872
599,7.18
600,6.6624
601,8.666
602,7.1186
603,9.0062
604,7.3974
605,7.5112
606,7.0354
607,6.6029
608,8.3643
609,6.1652
610,6.9737
611,8.0238
612,6.1889
613,6.8017
614,5.7816
615,5.1831
616,2.1385
617,1.4965
618,4.9902
619,6.5797
620,7.2243
621,4.9864
622,4.7691
623,4.7211
624,5.5093
625,5.4402
626,1.8589
627,2.6525
628,1.5153
629,0.9993
630,2.002
631,0.8974
632,2.0794
633,4.9917
634,1.9106
635,2.5122
636,3.8527
637,4.2755
638,4.9209
639,5.1377
640,4.4312
641,4.2845
642,4.6624
643,0.0
644,0.0
645,0.1172
646,1.3452
647,0.0
648,0.0
649,0.1729
650,0.0121
651,1.0714
652,0.0031
653,1.3368
654,1.6271
655,4.0678
656,0.0
657,0.0
658,0.7806
659,0.9527
660,1.2601
661,1.2421
662,0.0
663,0.0
664,0.0
665,0.0
666,0.0124
667,0.0
668,0.1744
669,0.4882
670,0.9026
671,0.0
672,0.0
673,0.0
674,0.0
675,0.0
676,0.0
677,0.0
678,0.0402
679,0.0
680,0.0
681,0.0
682,0.0
683,0.0
684,0.4423
685,0.0017
686,0.0021
687,0.0973
688,0.8039
689,0.5054
690,0.287
691,0.7762
692,0.0
693,0.0
694,0.0
695,0.0
696,0.0
697,0.0
698,0.0
699,0.0
700,0.0
701,0.0
702,0.0
703,0.0
704,0.0
705,0.0
706,0.0
707,0.0
708,0.0
709,0.0
710,0.0
711,0.0
712,0.0
713,0.0
714,0.0
715,0.0
716,0.0
717,0.0
718,0.0
719,0.0
720,0.0
721,0.0
722,0.0
723,0.0
724,0.0
725,0.0
726,0.0
727,0.0
728,0.0
729,0.0
730,0.0
731,0.0
732,0.0
733,0.0
734,0.0
735,0.0
736,0.0
737,0.0
738,0.0
739,0.0
740,0.0
741,0.1795
742,0.0
743,0.0
744,0.0
745,0.0
746,0.0
747,0.0
748,0.0
749,0.0
750,0.0
751,0.0
752,0.0
753,0.0
754,0.0
755,0.0
756,0.0
757,0.0
758,0.0
759,0.0
760,0.0
761,0.0
762,0.0
763,0.0
764,0.0
765,0.0
766,0.0
767,0.0
768,0.0
769,0.0
770,0.0
771,0.0
772,0.0
773,0.0
774,0.1166
775,0.0
776,0.0
777,0.0
778,0.0
779,0.0
780,0.0
781,0.0
782,0.0
783,0.0
784,0.0
785,0.0612
786,0.5478
787,0.067
788,0.6523
789,0.1224
790,0.0
791,0.0001
792,0.2363
793,0.0017
794,0.0
795,0.0
796,0.0
797,0.1463
798,0.0
799,0.0
800,0.0
801,0.0
802,0.0
803,0.5079
804,0.3583
805,0.0
806,0.0
807,0.0
808,0.0
809,0.0
810,0.0
811,0.2143
812,0.7899
813,0.631
814,0.0
815,0.2772
816,0.2321
817,1.1489
818,1.4639
819,1.3424
820,1.569
821,0.0
822,0.0468
823,0.4543
824,1.0047
825,0.7378
826,0.0243
827,0.0
828,0.0
829,0.0
830,0.0
831,0.0017
832,0.0
833,0.0
834,0.0009
835,0.0001
836,0.0162
837,0.202
838,0.0
839,0.0
840,0.0
841,1.4253
842,0.0
843,0.0
844,1.2418
845,1.003
846,1.1619
847,3.2601
848,3.9475
849,3.005
850,3.2438
851,2.9827
852,0.0052
853,0.0
854,0.0435
855,0.0
856,0.4416
857,5.8566
858,6.5505
859,5.4357
860,2.0698
861,2.634
862,0.0009
863,2.2282
864,2.1305
865,5.9767
866,7.5631
867,7.0154
868,5.6274
869,0.0054
870,3.6272
871,0.0
872,0.0
873,5.1325
874,4.3279
875,6.0085
876,2.9905
877,6.6649
878,4.7943
879,4.9279
880,6.5114
881,7.6813
882,7.9383
883,0.0365
884,4.7666
885,5.4018
886,2.0814
887,0.0
888,0.638
889,4.4914
890,7.8672
891,1.0882
892,5.8723
893,7.6456
894,8.2426
895,7.3731
896,8.285
897,8.3533
898,8.8449
899,3.6039
900,7.1457
901,6.7246
902,7.106
903,8.9611
904,7.3322
905,7.491
906,8.0052
907,7.521
908,8.4468
909,8.8504
910,8.835
911,8.4833
912,7.9174
913,7.8827
914,7.1924
915,7.4878
916,8.0813
917,8.9387
918,11.1437
919,9.7852
920,8.3081
921,9.1222
922,7.3213
923,7.6956
924,8.063
925,9.1166
926,8.7312
927,10.6787
928,7.4114
929,8.7002
930,7.1947
931,8.8124
932,6.6803
933,7.551
934,9.4825
935,6.7718
936,6.7563
937,8.007
938,0.6031
939,0.617
940,6.3169
941,7.4202
942,6.863
943,7.8808
944,7.4052
945,7.5811
946,7.1605
947,6.5743
948,6.8392
949,7.8834
950,6.4248
951,6.6943
952,6.106
953,6.2664
954,7.2321
955,7.1105
956,6.6506
957,6.055
958,6.1205
959,6.6031
960,7.6537
961,7.649
962,7.3988
963,6.6935
964,7.6774
965,5.96
966,6.2995
967,7.9797
968,5.6358
969,5.851
970,7.0898
971,6.8321
972,8.3723
973,7.0572
974,5.6783
975,5.1128
976,3.9286
977,6.1956
978,5.6735
979,5.8693
980,6.6512
981,8.0184
982,4.1074
983,4.5901
984,7.5309
985,5.761
986,4.8477
987,5.1663
988,5.0859
989,1.8523
990,4.4202
991,4.7252
992,3.0
993,7.3615
994,1.7472
995,2.7239
996,4.0956
997,5.8884
998,5.3701
999,5.4659
1000,6.3851
1001,6.2828
1002,0.9377
1003,4.7438
1004,5.4707
1005,4.853
1006,2.7375
1007,1.5128
1008,0.2378
1009,0.0
1010,0.1682
1011,2.6387
1012,4.8799
1013,4.7713
1014,5.3454
1015,4.5688
1016,0.0
1017,1.7539
1018,0.0
1019,0.0
1020,1.6464
1021,0.0
1022,0.3539
1023,0.2043
1024,0.0
1025,0.0
1026,0.1445
1027,0.0
1028,0.0
1029,0.344
1030,0.0041
1031,0.4424
1032,0.5701
1033,0.0
1034,0.0
1035,0.0
1036,0.0
1037,0.9065
1038,0.0377
1039,0.0
1040,0.0
1041,0.0029
1042,0.0428
1043,0.0
1044,0.0
1045,0.0656
1046,0.0
1047,0.0316
1048,0.6155
1049,0.0082
1050,0.5228
1051,0.0
1052,0.0
1053,0.0
1054,0.0
1055,0.4815
1056,0.0
1057,0.0
1058,0.0
1059,0.0
1060,0.0
1061,0.0
1062,0.0
1063,0.0
1064,0.0
1065,0.0051
1066,0.0
1067,0.0
1068,0.0
1069,0.0
1070,0.0
1071,0.0
1072,0.0
1073,0.0
1074,0.0
1075,0.0
1076,0.0
1077,0.0
1078,0.0
1079,0.0
1080,0.0
1081,0.0
1082,0.0
1083,0.0
1084,0.0
1085,0.0
1086,0.0
1087,0.0
1088,0.0
1089,0.0
1090,0.0
1091,0.0
1092,0.0028
1093,0.0
1094,0.0
1095,0.0
1096,0.0
1097,0.0
1098,0.0
1099,0.0
1100,0.0
1101,0.0
1102,0.0
1103,0.0
1104,0.0
1105,0.0
1106,0.0
1107,0.0
1108,0.0117
1109,0.0
1110,0.0
1111,0.0
1112,0.0
1113,0.0
1114,0.0
1115,0.0
1116,0.0
1117,0.0
1118,0.0
1119,0.0
1120,0.0
1121,0.0
1122,0.0
1123,0.0
1124,0.0
1125,0.0
1126,0.0
1127,0.0
1128,0.0
1129,0.0
1130,0.0
1131,0.0
1132,0.0
1133,0.0
1134,0.0
1135,0.0
1136,0.0
1137,0.0
1138,0.0
1139,0.0
1140,0.0
1141,0.0
1142,0.0
1143,0.0
1144,0.0
1145,0.4744
1146,0.6098
1147,0.0
1148,0.0
1149,0.0
1150,0.0
1151,0.0
1152,0.0
1153,0.0
1154,0.0
1155,0.0
1156,0.0
1157,0.0
1158,0.0
1159,0.0
1160,0.0
1161,0.1785
1162,0.0
1163,0.3457
1164,1.0644
1165,1.1238
1166,0.2899
1167,0.2737
1168,1.0114
1169,0.0
1170,0.0
1171,0.0021
1172,0.0
1173,0.0
1174,0.0
1175,1.352
1176,0.0
1177,0.0
1178,0.0
1179,0.0
1180,0.0
1181,0.0
1182,0.0
1183,0.7849
1184,1.3151
1185,1.726
1186,0.0
1187,0.0095
1188,1.4856
1189,0.0
1190,0.6336
1191,1.5585
1192,1.6928
1193,1.9001
1194,1.633
1195,2.5635
1196,1.7238
1197,1.937
1198,0.0
1199,0.0
1200,0.0
1201,1.0454
1202,0.0
1203,0.1028
1204,1.9228
1205,1.3908
1206,4.0404
1207,0.5808
1208,1.9956
1209,1.255
1210,0.0
1211,0.3922
1212,1.4166
1213,0.0
1214,0.0
1215,0.5482
1216,0.0
1217,0.0
1218,0.0221
1219,1.1323
1220,2.528
1221,0.9041
1222,0.6375
1223,3.732
1224,0.0
1225,0.0
1226,5.7746
1227,6.4096
1228,0.0
1229,1.3712
1230,0.0
1231,0.2392
1232,1.7806
1233,5.11
1234,6.1183
1235,0.1466
1236,6.4796
1237,1.3666
1238,5.2336
1239,6.9602
1240,6.6575
1241,7.0721
1242,7.6765
1243,7.4347
1244,6.3984
1245,6.3247
1246,6.987
1247,8.6647
1248,8.909
1249,7.132
1250,7.549
1251,7.4478
1252,6.34
1253,7.4548
1254,5.798
1255,6.4311
1256,7.1532
1257,6.9926
1258,5.2676
1259,0.5652
1260,6.6856
1261,0.1823
1262,1.4779
1263,8.1981
1264,7.4438
1265,8.0575
1266,2.8166
1267,7.0637
1268,6.1203
1269,7.5258
1270,7.779
1271,5.9226
1272,4.7504
1273,6.4456
1274,9.1434
1275,9.4236
1276,9.4997
1277,8.2769
1278,3.3355
1279,7.1373
1280,7.389
1281,7.6988
1282,9.0939
1283,9.8146
1284,8.5151
1285,7.4596
1286,7.0897
1287,7.5256
1288,10.0742
1289,8.3795
1290,6.4153
1291,2.1023
1292,7.2003
1293,7.1184
1294,7.9156
1295,8.4244
1296,8.6434
1297,8.2503
1298,8.5699
1299,8.3493
1300,7.7794
1301,7.6178
1302,9.6843
1303,7.4311
1304,6.6995
1305,7.8951
1306,7.5527
1307,8.0541
1308,7.6965
1309,7.4912
1310,6.7258
1311,7.9794
1312,7.5971
1313,7.2412
1314,7.8983
1315,7.1978
1316,7.1332
1317,7.8008
1318,8.204
1319,7.308
1320,7.2633
1321,7.3861
1322,6.6814
1323,7.1388
1324,9.431
1325,4.8831
1326,5.396
1327,8.2516
1328,8.1499
1329,7.8002
1330,9.6209
1331,8.425
1332,7.0089
1333,4.6522
1334,4.388
1335,5.7364
1336,7.3589
1337,5.4962
1338,4.9081
1339,7.3346
1340,6.2792
1341,5.9657
1342,7.1026
1343,7.2962
1344,4.5281
1345,5.75
1346,6.0497
1347,6.4863
1348,0.6515
1349,0.2036
1350,1.1322
1351,0.969
1352,2.0618
1353,0.9924
1354,2.7561
1355,4.9612
1356,4.686
1357,3.322
1358,0.4829
1359,4.1973
1360,3.4718
1361,5.1609
1362,5.5559
1363,5.0108
1364,5.8693
1365,6.2107
1366,6.2204
1367,5.0785
1368,1.7504
1369,1.4875
1370,0.0
1371,0.4895
1372,0.0
1373,0.0
1374,1.1001
1375,0.6669
1376,0.0083
1377,0.9535
1378,0.6123
1379,0.1437
1380,2.0478
1381,2.8133
1382,0.0
1383,2.9957
1384,3.15
1385,3.3982
1386,0.1889
1387,1.4828
1388,2.6699
1389,0.0
1390,0.9357
1391,1.385
1392,2.6126
1393,4.0511
1394,1.3298
1395,2.0658
1396,0.4319
1397,0.0
1398,0.0
1399,0.0
1400,0.5661
1401,0.0693
1402,0.9113
1403,0.224
1404,0.0
1405,0.0
1406,0.0
1407,0.0
1408,0.0
1409,0.0
1410,0.0
1411,0.0
1412,0.0
1413,0.0
1414,0.0
1415,0.0
1416,0.0
1417,0.0
1418,0.0
1419,0.0
1420,0.0
1421,0.0
1422,0.3741
1423,0.0
1424,0.0
1425,0.0
1426,0.0
1427,0.0
1428,0.0
1429,0.0
1430,0.0
1431,0.0
1432,0.0
1433,0.0
1434,0.0
1435,0.0189
1436,0.0
1437,0.0
1438,0.0
1439,0.0
1440,0.0
1441,0.0
1442,0.0
1443,0.0
1444,0.0
1445,0.0
1446,0.0
1447,0.0
1448,0.0
1449,0.0
1450,0.0
1451,0.0
1452,0.0
1453,0.0
1454,0.0
1455,0.0
1456,0.0
1457,0.0
1458,0.0
1459,0.0
1460,0.0
1461,0.0
1462,0.0
1463,0.0
1464,0.0
1465,0.0
1466,0.0
1467,0.0
1468,0.0
1469,0.0
1470,0.0
1471,0.0
1472,0.0
1473,0.0
1474,0.0
1475,0.0
1476,0.0
1477,0.0
1478,0.0
1479,0.0
1480,0.0
1481,0.0
1482,0.0
1483,0.0
1484,0.0
1485,0.0
1486,0.0
1487,0.0
1488,0.0
1489,0.0
1490,0.0
1491,0.0
1492,0.0
1493,0.0
1494,0.0
1495,0.0
1496,0.0
1497,0.0
1498,0.0
1499,0.0
1500,0.0
1501,0.0
1502,0.0
1503,0.0
1504,0.0
1505,0.0
1506,0.0
1507,0.0
1508,0.0
1509,0.0
1510,0.0
1511,0.0
1512,0.0
1513,0.0
1514,0.0
1515,0.0
1516,0.0
1517,0.0
1518,0.0
1519,0.0
1520,0.0
1521,0.0
1522,0.0
1523,0.0
1524,0.0
1525,0.0
1526,0.0
1527,0.0
1528,0.0
1529,0.0
1530,0.0
1531,0.0
1532,0.0
1533,0.0
1534,0.0
1535,0.0
1536,0.0
1537,0.0
1538,0.0
1539,0.0
1540,0.0
1541,0.0
1542,0.0
1543,0.0
1544,0.0
1545,0.0
1546,0.0
1547,0.0
1548,0.0
1549,0.0
1550,0.0
1551,0.0
1552,0.0
1553,0.0
1554,0.0
1555,0.0
1556,0.0
1557,0.0
1558,0.0
1559,0.0
1560,0.0
1561,0.0
1562,0.0
1563,0.0
1564,0.0
1565,0.0
1566,0.0
1567,0.0
1568,0.0
1569,0.0
1570,0.0
1571,0.0
1572,0.0
1573,0.0
1574,0.0
1575,0.0
1576,0.0
1577,0.0
1578,0.0
1579,0.0
1580,0.0
1581,0.0
1582,0.0
1583,0.0
1584,0.0
1585,0.0
1586,0.0
1587,0.0
1588,0.0
1589,0.0
1590,0.0
1591,0.0
1592,0.0
1593,0.0
1594,0.0
1595,0.0
1596,0.0
1597,0.0
1598,0.0
1599,0.0
1600,0.0
1601,0.0
1602,0.0
1603,0.0
1604,0.0
1605,0.0
1606,0.0
1607,0.0
1608,0.0
1609,0.0
1610,0.0
1611,0.0
1612,0.0
1613,0.0
1614,0.0
1615,0.0
1616,0.0
1617,0.0
1618,0.0
1619,0.0
1620,0.0
1621,0.0
1622,0.0
1623,0.0
1624,0.0
1625,0.0
1626,0.0
1627,0.0
1628,0.0
1629,0.0
1630,0.0
1631,0.0
1632,0.0
1633,0.0
1634,0.0
1635,0.0
1636,0.0
1637,0.0
1638,0.0
1639,0.0
1640,0.0
1641,0.0
1642,0.0
1643,0.0
1644,0.0
1645,0.0
1646,0.0
1647,0.0
1648,0.0
1649,0.0
1650,0.0
1651,0.0
1652,0.0
1653,0.0
1654,0.0
1655,0.0
1656,0.0
1657,0.0
1658,0.0
1659,0.0
1660,0.0
1661,0.0
1662,0.0
1663,0.0
1664,0.0
1665,0.0
1666,0.0
1667,0.0
1668,0.0
1669,0.0
1670,0.0
1671,0.0
1672,0.0
1673,0.0
1674,0.0
1675,0.0
1676,0.0
1677,0.0
1678,0.0
1679,0.0
1680,0.0
1681,0.0
1682,0.0
1683,0.0
1684,0.0
1685,0.0
1686,0.0
1687,0.0
1688,0.0
1689,0.0
1690,0.0
1691,0.0
1692,0.0
1693,0.0
1694,0.0
1695,0.0
1696,0.0
1697,0.0
1698,0.0
1699,0.0
1700,0.0
1701,0.0
1702,0.0
1703,0.0
1704,0.0
1705,0.0
1706,0.0
1707,0.0
1708,0.0
1709,0.0
1710,0.0
1711,0.0
1712,0.0
1713,0.0
1714,0.0
1715,0.0
1716,0.0
1717,0.0
1718,0.0
1719,0.0
1720,0.0
1721,0.0
1722,0.0
1723,0.0
1724,0.0
1725,0.0
1726,0.0
1727,0.0
1728,0.0
1729,0.0
1730,0.0
1731,0.0
1732,0.0
1733,0.0
1734,0.0
1735,0.0
1736,0.0
1737,0.0
1738,0.0
1739,0.0
1740,0.0
1741,0.0
1742,0.0
1743,0.0
1744,0.0
1745,0.0
1746,0.0
1747,0.0
1748,0.0
1749,0.0
1750,0.0
1751,0.0
1752,0.0
1753,0.0
1754,0.0
1755,0.0
1756,0.0
1757,0.0
1758,0.0
1759,0.0
1760,0.0
1761,0.0
1762,0.0
1763,0.0
1764,0.0
1765,0.0
1766,0.0
1767,0.0
1768,0.0
1769,0.0
1770,0.0
1771,0.0
1772,0.0
1773,0.0
1774,0.0
1775,0.0
1776,0.0
1777,0.0
1778,0.0
1779,0.0
1780,0.0
1781,0.0
1782,0.0
1783,0.0
1784,0.0
1785,0.0
1786,0.0
1787,0.0
1788,0.0
1789,0.0
1790,0.0
1791,0.0
1792,0.0
1793,0.0
1794,0.0
1795,0.0
1796,0.0
1797,0.0
1798,0.0
1799,0.0
1800,0.0
1801,0.0
1802,0.0
1803,0.0
1804,0.0
1805,0.0
1806,0.0
1807,0.0
1808,0.0
1809,0.0
1810,0.0
1811,0.0
1812,0.0
1813,0.0
1814,0.0
1815,0.0
1816,0.0
1817,0.0
1818,0.0
1819,0.0
1820,0.0
1821,0.0
1822,0.0
1823,0.0
1824,0.0
1825,0.0
1826,0.0
1827,0.0
1828,0.0
1829,0.0
1830,0.0
1831,0.0
1832,0.0
1833,0.0
1834,0.0
1835,0.0
1836,0.0
1837,0.0
1838,0.0
1839,0.0
1840,0.0
1841,0.0
1842,0.0
1843,0.0
1844,0.0
1845,0.0
1846,0.0
1847,0.0
1848,0.0
1849,0.0
1850,0.0
1851,0.0
1852,0.0
1853,0.0
1854,0.0
1855,0.0
1856,0.0
1857,0.0
1858,0.0
1859,0.0
1860,0.0
1861,0.0
1862,0.0
1863,0.0
1864,0.0
1865,0.0
1866,0.0
1867,0.0
1868,0.0
1869,0.0
1870,0.0
1871,0.0
1872,0.0
1873,0.0
1874,0.0
1875,0.0
1876,0.0
1877,0.0
1878,0.0
1879,0.0
1880,0.0
1881,0.0
1882,0.0
1883,0.0
1884,0.0
1885,0.0
1886,0.0
1887,0.0
1888,0.0
1889,0.0
1890,0.0
1891,0.0
1892,0.0
1893,0.0
1894,0.0
1895,0.0
1896,0.0
1897,0.0
1898,0.0
1899,0.0
1900,0.0
1901,0.0
1902,0.0
1903,0.0
1904,0.0
1905,0.0
1906,0.0
1907,0.0
1908,0.0
1909,0.0
1910,0.0
1911,0.0
1912,0.0
1913,0.0
1914,0.0
1915,0.0
1916,0.0
1917,0.0
1918,0.0
1919,0.0
1920,0.0
1921,0.0
1922,0.0
1923,0.0
1924,0.0
1925,0.0
1926,0.0
1927,0.0
1928,0.0
1929,0.0
1930,0.0
1931,0.0
1932,0.0
1933,0.0
1934,0.0
1935,0.0
1936,0.0
1937,0.0
1938,0.0
1939,0.0
1940,0.0
1941,0.0
1942,0.0
1943,0.0
1944,0.0
1945,0.0
1946,0.0
1947,0.0
1948,0.0
1949,0.0
1950,0.0
1951,0.0
1952,0.0
1953,0.0
1954,0.0
1955,0.0
1956,0.0
1957,0.0
1958,0.0
1959,0.0
1960,0.0
1961,0.0
1962,0.0
1963,0.0
1964,0.0
1965,0.0
1966,0.0
1967,0.0
1968,0.0
1969,0.0
1970,0.0
1971,0.0
1972,0.0
1973,0.0
1974,0.0
1975,0.0
1976,0.0
1977,0.0
1978,0.0
1979,0.0
1980,0.0
1981,0.0
1982,0.0
1983,0.0
1984,0.0
1985,0.0
1986,0.0
1987,0.0
1988,0.0
1989,0.0
1990,0.0
1991,0.0
1992,0.0
1993,0.0
1994,0.0
1995,0.0
1996,0.0
1997,0.0
1998,0.0
1999,0.0
2000,0.0
2001,0.0
2002,0.0
2003,0.0
2004,0.0
2005,0.0
2006,0.0
2007,0.0
2008,0.0
2009,0.0
2010,0.0
2011,0.0
2012,0.0
2013,0.0
2014,0.0
2015,0.0
2016,0.0
2017,0.0
2018,0.0
2019,0.0
2020,0.0
2021,0.0
